topic docId correctness
14 2dcfb188-5470-45ae-aa8a-e2347659a716 1
13 65148b1c-e5a1-4692-82a3-ce54866f8154 1
7 077cd3f6-70e0-4126-bbc5-b1727d1ca5d7 1
15 473b4b09-bd8e-4be1-a35f-ecee006ca554 1
10 5947957f-0295-4f50-9891-b675b7335d9c 1
20 584985f9-e7e0-49bf-ad08-e3b8ed96f89f 0
10 2a71bb9e-e646-4f75-a137-0158e1b5380d 1
20 34dceb1c-2834-464c-bc65-48aa14465b76 0
25 e6aafe82-2aa1-4127-b82e-f67ae7efbc2b 0
6 94416191-528e-476f-be63-5060221e08b1 0
1 1eb06627-a093-44bb-8f1b-b0da63f3d299 0
15 a5bd1710-c23f-470c-bee5-5d0ae0cfc19d 0
18 2dec7d5e-ea5c-4ab2-b376-6a504c18ff02 0
19 4aa04a2b-899c-42e7-be65-ab18af631eb4 0
2 a9f24262-3394-4aa7-b616-67ad93e270d5 1
25 c027d30a-bed7-40f4-87db-967b21f63d03 1
1 9d28e1bf-cb0a-4975-b1a6-5842a41d350e 1
19 d72b37f2-cf7a-44df-96d9-69008553d6b5 0
9 56c5f439-6fae-469a-9f6a-6fe62354fcb1 0
13 117384d2-6118-4c27-b599-dbd26633b52b 1
16 a1ccbc8f-bf94-46b2-aee8-38b350a6242f 0
20 27142b2f-356c-4343-9611-0f069621f2e0 1
25 6f3f98de-b90b-4add-be57-6dc4be34df04 0
2 1cfa43b9-4489-426d-9732-a32f6e08652a 0
1 b33dbe82-4842-456d-a724-6992e69e1f7b 0
2 3289c85f-925d-4175-ba36-12a4dd84ee67 0
13 5ed02e4b-d4fa-410d-96a1-21faf9162abb 0
7 3eb190e9-1b75-4774-a28d-911879709c3f 1
22 88b82ad0-e8c9-43a0-bb6a-f78218a28cd8 0
15 c3f8d725-28de-4d80-9ddf-b11ab1501a72 1
4 c122c7c5-6315-4274-a76f-44cedc8b2a93 1
25 5ac11d18-6fe8-4238-8689-fdcf14036b7b 1
9 c7034a68-c3ad-4841-a603-bf673b05e3f8 0
13 1f9cbce9-0584-4327-8a32-a4d0557dd413 1
13 4d464af1-e03b-474c-a7e7-2fdc675ee7c7 1
25 8ff4397d-0739-4e40-b108-a97dd7f25b76 0
18 8d5386c3-6334-4ed2-b48d-f285d19b9f29 0
10 0ebeb419-21d6-45f5-8709-7141b87cd5a7 1
13 0cff3300-3e75-4d4a-9190-c03a314d4400 1
25 c4026633-8151-405e-b0bb-58a92c99c04c 0
6 3c04fdd5-586c-4fb8-81fb-df439faacb43 1
2 82d369b2-c4eb-4b18-b12c-fb80c9a9997e 1
13 82698356-0342-4615-af88-0784e73f222f 1
18 2c60105a-0a55-4f5d-8ac4-1189ae2f02f9 0
9 0b9da785-734f-40e5-bd82-ab1b62505991 0
13 c4c6ed02-6473-44c6-aa62-c05bcc8f54e3 1
7 045219d1-d6aa-48e8-9586-69397e42f8e5 1
25 f8342edd-ca9c-44d9-b950-5f650a01892c 0
9 ff552ba6-f662-4182-9c63-dca464b02d82 0
8 db130f31-8b04-47a9-9344-e8e16fc2bcfa 1
1 0113bb03-2a3a-4602-9394-d2fe911b624a 0
8 d0f3d3a7-28d1-4cf1-b31b-55213c5e7f07 0
8 b2990205-cf7d-46b9-92c1-44054ec15b0d 0
25 81003f9a-7b66-45e8-8474-b3a23577bee9 0
4 51bb0e8e-668c-4682-b21a-4ae0a692f018 0
18 9e7d34bf-7d03-40a9-ab80-780c7d29cbeb 0
19 45cd2d4f-73c5-47c8-9186-f6f63c4c016b 0
16 a9857016-1671-4891-8243-bab2e1c258c9 1
1 b02ffd9d-1071-4a77-ad11-9bb2f5bd8288 1
2 917d3888-fd1e-4be9-852c-157933303865 0
9 e17e51e1-9c98-4f9e-bb65-268c173166f2 0
4 eb4d99fd-322f-484a-b3da-b5bd65a64abf 0
14 4d03d7a1-9b84-457d-852b-3a4e8279fd7a 0
7 fda70f6a-fef5-4f0b-8b35-135c6ef3678a 0
6 8478046f-1ca8-4310-9042-283d84c95350 0
1 849bb1f9-31dd-4aa3-8510-846f8cbfcb9e 0
1 cec3851a-e1be-4e2c-8b66-046d0ac95918 0
13 5cd73ab1-e510-46ca-ba02-0c421ea8210c 0
19 1658d77e-e80b-4300-9d3f-f9bc86832d50 0
8 455910a9-5148-4c1b-8fa9-840aa30f0aef 1
15 3c4276a1-f52e-428d-8595-783356580f92 1
15 13b5d8e0-3229-4fec-9011-55ae818288a7 1
2 8cffff35-4d29-4c5f-bdc1-9859b22d9196 1
18 fdc0612e-3172-45d7-b665-811f56165b60 0
1 9bf99cf0-96ff-4f36-9b28-c9cde069fa35 1
10 1364c4dd-eef1-4b5c-9e2b-f1fa4ef7bee5 1
16 b082fa06-1c1c-4c04-90b9-32c4f7fdcdef 1
19 c8eeca1e-839f-4bd8-8ef5-1c4d1d1a8300 1
15 3daf1487-da46-443a-97aa-4e05baf7cee0 1
25 7785418c-47e0-43ae-924d-9c6d44973504 0
8 c2cb9975-470c-4d9d-8403-0b4d5238a9cd 1
4 e4cf1463-fe63-4b30-98b1-4c08d1480632 0
2 c2081967-2a4b-49a5-ba53-440d8048688e 0
9 9e98253d-4db1-4adf-83aa-6a8d39877bbd 0
18 25433069-d7c1-4dca-974d-54c1967d321d 0
6 5caf5fd5-6c53-41a7-bb67-80c8b4fde736 1
2 9943acf7-33b9-4f6f-a949-c4c47aa5c77d 0
7 4dc9ca14-6e86-47fa-91fc-f0cf213c38ef 1
2 4531e91c-72aa-41d7-a7e9-c542b9b53c8e 0
19 93982a1a-3d39-4bfd-b312-4e6714d0fef9 1
14 552f95ce-ec52-42bc-90d2-07483dc60126 1
16 090920bc-1e12-425f-8787-ad6d1a84d839 0
4 6a2724a5-7600-4fb7-be4a-40077f2c8743 0
13 88bd1abe-8a99-4a5e-9457-196e3d5fb6d2 0
15 48760da3-2109-4fd9-b5d2-d68464d10979 1
15 1aedc15b-af66-4280-af54-5fc498cdc146 1
18 45307fb8-68ee-4beb-97b2-fb3e1a812dfa 0
20 42d2191c-ee80-4611-9938-3cc70dbdfb5b 0
1 af76a745-1fc8-4fc0-8a95-af949c3b3220 0
4 04666c11-2758-4608-98a1-533a2ead8f4d 0
13 213fb85a-1847-46ea-8361-f7371c411bb0 0
13 3b59b159-0d24-40de-b5d6-e46665382657 0
9 a3dd97de-881f-42c1-9da5-64305ebec1d6 0
20 27bf2bd0-fd22-4ec3-920a-83f1fa5618f9 1
13 12f6870e-f678-48f1-8241-bb9c89dc06e1 1
14 5695bc34-0c9d-4581-9e59-b6cb1afd264a 0
4 3f82fe40-2b04-4516-8e7b-b76a959a4512 0
14 679c6634-5cf2-4f73-97cb-900bc85f859e 1
18 d7d7148d-10f8-40ca-8bc2-6a93c305bc3e 0
8 0fab1191-ff91-45eb-874f-17b2e58f9863 1
18 f6a7be73-de47-45a1-8ece-a152b107091e 0
13 38fbc747-e3c3-4153-b91a-206fa6ba4276 0
25 e1c2cc6b-db86-478c-b8d9-93c3088554e5 0
13 14a81e3d-0e9c-4d62-a2bc-7ed1e3f1e4c4 0
18 bd54b87d-5cb2-4a31-9303-e4fbc42c43e8 1
2 f487deb4-0af5-4a37-b001-74e083c34d8a 1
20 47fcf204-38f0-4b64-b2e3-739fac061601 0
10 ddd1ca2a-dd10-4d04-83d8-085fa89700aa 1
1 b908c3c7-c471-43b7-ba13-bcde5d74f1dd 0
25 1dd4e19d-8e50-4970-a78c-34eb96281c04 0
13 03071ca9-aafe-48b7-a381-ec565feee187 1
7 8d600375-bd7f-4b5e-93d4-b385f202dd1a 0
9 7c31b6f9-5cbe-4233-8ef1-8f31e5d9a84e 0
25 640ca621-1e44-4c16-9005-1ffdfaff960c 1
4 a8a48fbf-20cc-4725-81c7-7978dd77a5e1 0
13 896d4fca-a46f-4037-828b-1ba5d75bd57a 1
6 f9275d54-86d9-450e-9044-68c1f53fa40c 0
25 a94c9f28-fac7-483a-aaf5-e901f2d79031 0
9 575566ca-feec-4c67-8c10-e3c40837146a 0
16 0263e96c-532f-473a-ae64-1ae9040f69bf 1
14 0393209c-b03a-465d-9cce-249b6b908d4d 0
19 5b92f5e3-5abe-47c6-9d94-a18bc54cfde6 0
19 44811ca3-bbe9-4500-9dcf-7ba8e7b7b800 0
1 ed5f62c1-04ae-4220-b7f8-b54f61a114fe 1
20 4aa7ba9a-3215-44c6-909d-5dd3e14e0c66 0
4 04b07955-9bf4-4189-bcd2-b0bfbcd67ed6 0
1 05fcf788-873b-4345-851b-b538d63ca404 1
14 3fadd9a5-4074-43ed-a3f4-cbb2a8e2021c 0
25 75c1185b-578d-4e88-9d54-116829b342aa 0
9 efc1e820-17e8-4e28-b381-b505d5e7b986 0
10 7086e2b5-61c5-4f4b-9301-caf73767aa8f 1
9 e143ffc0-6bf2-4069-aac4-be3b93b80e36 0
13 57e641df-afc7-414a-909c-6da29b7f1457 1
25 89aade97-2251-4b8e-9bbc-a990d93065e3 0
8 b082fa06-1c1c-4c04-90b9-32c4f7fdcdef 1
8 5b8d476f-efa8-407b-b335-10a256bd0fc5 0
8 349ff1ee-19c1-4c2f-a5e8-8172d8f6d09f 1
1 429a1600-810f-4202-9045-e5a274f53ccc 1
7 13626ba6-e863-4623-a5f6-cc840a655e35 0
6 02a5f253-7af2-47da-92f6-30884da22d1c 0
7 41d7eecf-8d82-4181-b34c-0a547e327d4c 1
25 f106c528-12df-433d-bc98-59c5ad6bb761 0
1 10bbe0d7-8034-4167-a5d8-be8084a0ec0e 1
16 a6f80a2a-88f9-41dc-b7c0-7fa87a2346d4 1
6 b2bcd83d-9f0e-4a75-8ff1-66413cb91b82 0
16 0ee81410-6e74-4400-a5ab-4c24261db9af 0
8 0ff17ec4-d223-40b5-aacf-4c2ca7fd37b6 0
10 503deab9-8cac-4b7f-8316-5ecd02b5a49f 1
25 84ed0fec-924a-4733-a3dc-32ce000db2b7 0
13 1f5501aa-5e09-4d1b-8171-eee8d9f2ba5e 1
1 2f102e4f-e62f-4bae-8cb9-d0e4025b65f5 1
13 0e3bc8cd-0044-4c05-9bfa-525f1f310068 1
6 a05f3dbd-7a37-4149-a734-ebd7b40e9432 0
13 e8b2eb12-86c2-4bde-bd8a-4ef4c09c762c 1
9 7ed59a4f-d536-4693-9204-8b39e6af3ce9 0
7 fc00957a-ac51-471b-aff3-01baa5b07952 1
1 17283281-4ec2-4a5d-a5d1-d535a21e5392 0
18 74fc308b-2e9c-4ba3-93c1-a4ecceed5515 0
18 30ea2f8e-eb3e-47be-85fd-f2dab0c8ab20 0
4 7c3fb096-ef1a-4be6-95cb-51f9a7d1f021 0
13 cc36526b-5dbd-47bf-adf9-48f530620884 1
25 283cc8c0-3291-4ec6-9be5-c8e077730b7b 1
2 2ac8cef5-90cf-4221-94df-99d3307b33da 0
9 a2cb37b8-75d8-46d2-808a-b207a2879999 0
9 aa054181-76b6-4aaa-812a-51f416291543 0
25 5015afe9-fec2-4d51-81ae-89d359e05d73 0
20 2bbbd57b-2056-4f4a-a4e9-e3629cbd53e3 1
14 f1bec26a-f500-462f-8c8b-4dc6e5217b22 1
19 d906e733-580c-4a8b-bda5-6e5d69f04d53 1
6 8f17969f-a2d8-4ed2-8fa5-6bbee5c66d21 0
9 8e2246c8-8a30-4ada-b416-eede910c4a7a 0
10 ce312f58-fcbf-4bfe-bf01-a8f7bb035a37 1
19 a5624fe7-1c57-4d54-a9c7-73ea587ea73b 0
14 0bd1d6d6-6046-457c-b50a-27a0bf425db2 1
4 56b76084-807a-416b-a472-11abb1bdd62d 0
20 e3173440-21be-41ea-9fbf-34084bb13ddf 1
14 ebcec639-a5fd-4a8d-b6c9-63a9442d09d9 1
9 5885099f-2a08-4549-8c5e-f7b88dbc1c1c 0
19 709fb6d9-1fed-4436-9434-3b6fad9a6006 0
4 19f967d8-2aae-48e7-947f-a0a8884a07ee 0
1 84a3c59c-34c1-4af4-b26d-d66f642cf708 0
9 7ff0116d-57bd-4822-8f10-d4a9e44a89e8 0
2 90ed254b-35c4-4e12-99a1-e93b28297574 0
18 b6da26af-28c6-4e3f-9eeb-5f3e9c2c5547 0
25 31da8a36-af8e-4558-94ab-ec19a4b8dfaf 0
14 cebaa644-378b-46d4-ab0d-9834d7b10884 1
25 4543ee1b-6170-4ddf-873f-aa697b490031 1
6 9cd9d090-c5af-4979-bc0e-20657ad3ebeb 1
13 defe6b30-c9c5-493d-aaa0-b000c81fcfc5 1
1 e4b6c9eb-b0cd-42bd-b2b8-f23d4712638b 0
25 0d78f1d4-077e-4414-8484-5fd837cab2d1 1
20 b3c912ec-f594-4fb8-92f0-555a0cf521cc 0
13 4ea8d25e-2127-4793-a4e1-8dbb00447397 0
14 ff4c624d-c75e-47d3-a1ea-38fb618d7be9 1
1 84a77b0e-fa98-4c01-9781-1fd633d63791 0
6 394a5bb5-9201-4d20-b2ba-88b5047de7ee 0
8 2f5a0882-db97-479d-8191-14b46140eb59 1
16 fb9c47ea-a783-437b-9378-ae13cfc62b97 1
9 b9cbbf6a-43d8-4be3-aa6c-da60d1161ba8 0
2 446079e6-1524-49fc-a3c6-e0e431eb9d47 0
15 614fb5e4-f293-4b14-8330-b2b0a37c9572 1
4 6e987aea-9a21-4934-89de-0d106565c7eb 0
14 6e929a14-6550-48a9-8012-7c6796c2100f 0
4 f3b818b0-acca-4e9d-9c17-1168544a3b47 0
13 b9381109-3442-455f-b954-7cd5199da24f 1
16 bb4ae765-3497-41cf-ac8a-950e4cdf53ce 0
9 9f868914-2e2a-4ea3-8451-b8a0bd38f985 0
9 d706a5eb-710a-4cc6-a519-1788f53c41d5 0
19 7b66f28b-7ba8-4d95-a3ca-766986ec58a8 0
1 64a87ae5-a532-41d2-ac1a-2ab94758fc45 0
18 1d417ea6-0d1e-43eb-9cad-205d41a7b667 0
4 ba74e88b-de3d-42a7-bfac-139c3f4e085d 0
19 806b25e1-5eab-43b8-b77f-a3cc5590920e 1
13 405e8497-6506-4925-bb71-fe7d9e165a1c 1
4 b42ac43b-33a9-431c-b386-1e04e2994fc5 0
2 e3f8e411-1e34-44d1-a9c5-c5a5e65656f9 0
8 04593495-8bfd-49db-a073-af4a1e75c7af 0
25 03cc8257-9d4a-409b-a503-196977b04aa6 1
15 3746854e-1db1-418c-9947-90e020a6dc08 1
6 285ad3a8-2e8e-4876-a9c8-dbfc2cc3a3fc 0
18 60052970-e92d-46e0-a950-7eaae5a27471 0
15 84c9edcc-61a1-4ea1-bbc9-5095473226e9 1
8 62e795bf-3317-4f92-9c98-33e5e32bbc8c 1
1 9000bd0e-bba7-4e77-8011-c65294fd8813 1
4 1d475536-ff2f-4535-a332-40cfa60c2d27 0
9 5129c90b-8863-4de8-a928-5d0ced4554c9 0
15 5b356ddf-c05c-4b49-9bee-674769368695 1
19 06011f9c-e957-46d5-87bf-cd883262ab18 0
14 6309bed9-e70a-4073-acbb-a9cc1eab617e 1
7 feb44c29-082d-4792-bd46-b72808deeed5 1
4 36ae4ebf-20ff-429e-9875-f4bc46d2c7d4 0
15 a50ac304-58bd-45e5-a8ef-f49a5fa9bd0b 1
18 9a960c17-a3f9-46d7-8a62-a190c4889325 0
13 d5664a3f-976c-49b0-bf12-34c99bf9cfc8 1
25 2d071794-0a46-440a-a030-1752291b4cf2 0
6 143ecb26-8576-4ead-9059-50f5219aeb41 0
4 95620416-8fbb-4f70-aca6-46806b41a746 0
9 e384c574-1d9b-41f7-8eb9-fed3ff67975a 0
